User_name,Datetime,Content,Links,Tweet_ID
MilesTaylor47,2020-12-29T23:59:15.000Z,"#Loeffler #Perdue #Republican #MitchMcconnell Really Hert #Georgia   Mitch McConnell blocks unanimous vote on $2,000 COVID-19 stimulus checks  nypost.com/2020/12/29/mit … via  @nypost",https://x.com/hashtag/Loeffler?src=hashtag_click https://x.com/hashtag/Perdue?src=hashtag_click https://x.com/hashtag/Republican?src=hashtag_click https://x.com/hashtag/MitchMcconnell?src=hashtag_click https://x.com/hashtag/Georgia?src=hashtag_click https://t.co/jV1DZpD4Yd https://x.com/nypost,1344070509839847424
ronbacon,2020-12-29T23:59:15.000Z,So it’s ok for Kamala Harris to get the Covid-19 Vaccine ahead of Nursing Home Residents and those 75 and older.  NOT OK!!,,1344070509504458753
igothedoor_Tor,2020-12-29T23:59:15.000Z,Scheduled for my first COVID vaccine,,1344070509143605248
billy_kneeshaw,2020-12-29T23:59:15.000Z,"Every team got a break, in the 3 months, Bielsa had the players working as hard as they usually would be. We were the leagues in form team going into the lockdown. And as for bottling in previous seasons, that wasn’t from fatigue. We fell short because of the pressure",,1344070508602662912
JupiJobie,2020-12-29T23:59:15.000Z,"It is a personal choice. I don't need to socialize.  Covid is even good for me. But I run into shop costumers who need to talk all the time.  It is like they have nothing to do, so they just talk and talk to every person they have contact with.  Really needy people.",,1344070507910541313
55mmbae,2020-12-29T23:59:15.000Z,Our girl got COVID smh,,1344070507839115265
merry123459,2020-12-29T23:59:15.000Z,"They’ve wasted more then 3 days. They’ve had the vaccine for nearly 3 weeks and only vaccinated slightly over 13,000 people. He still has 80,000 doses left to administer.",,1344070507663077377
hwordmj,2020-12-29T23:59:15.000Z,"i can’t believe i haven’t logged in earlier this year,,,,,bc this endless pandemic has made me way too horny",,1344070507612684289
SophiaLee42,2020-12-29T23:59:14.000Z,But a coworker tested positive. Half the staff got sent home to quarantine. We’ll probably get shut down. The coworker most likely got infected  by a dumbfuck anti-masker when she was outside of work.   No sympathy from me.,,1344070505410613249
MrBosephine,2020-12-29T23:59:14.000Z,You don’t think human beings transmit COVID?   take your vitamins dude. That makes the vitamin companies rich.,,1344070504928473090
therightnewz,2020-12-29T23:59:14.000Z,Joe Biden: Vaccine distribution won't happen until middle of 2021  youtu.be/c2hutpJmjBI,https://t.co/kNfgBBC1mN,1344070504739708929
CeeMaree___,2020-12-29T23:59:14.000Z,"$2,000 Stimulus Checks, Section 230 Repeal Included in Mitch McConnell's Surprise COVID Relief Bill  newsweek.com/2000-stimulus- …",https://t.co/QXGToLyMPN,1344070504056049665
DJ_SAAM,2020-12-29T23:59:14.000Z,Doesn’t he have to go thru some kind of covid protocol? Would he even be available this week?,,1344070503938600961
DailyHiveYYC,2020-12-29T23:59:14.000Z,Health officials report 872 COVID-19 cases in Alberta on Tuesday  ow.ly/IqyT50CWy0t #COVID19AB,https://t.co/Wfqg1OsIQd https://x.com/hashtag/COVID19AB?src=hashtag_click,1344070503892471811
Supp_Community,2020-12-29T23:59:14.000Z,"Cuomo, Newsom ‘failed in management of the coronavirus crisis' and preparing for second wave: Gasparino  foxnews.com/politics/cuomo … #FoxNews",https://t.co/bctP4hiVGp https://x.com/hashtag/FoxNews?src=hashtag_click,1344070503158448129
BobbySo04305990,2020-12-29T23:59:14.000Z,"I’d say they definitely want us to know. I believe, in fact, this is a direct message. They are showing our overlords how it’s to be done. It’s just speculation but I’d say; stay tuned for Covid-20 and lines JUST LIKE THIS coming soon to a city near you.",,1344070503007326208
GuruAlpha1,2020-12-29T23:59:14.000Z,"Corona Became A New Type Of Threat, Cases Spread To Other Countries  The global epidemic of #corona virus is now  gurualpha.com/news/corona-be …",https://x.com/hashtag/corona?src=hashtag_click https://t.co/5oiBvEsdlX,1344070502671917056
nadiyet1,2020-12-29T23:59:14.000Z,If your out shopping don’t argue with workers just implementing their store’s protocols on Covid...,,1344070502231334912
adria_bowlan,2020-12-29T23:59:13.000Z,Thank you! Stand strong against Mitch! RT  @HawleyMO : I will not consent to a vote on the bad defense bill - which should stay vetoed - unless the Senate votes on $2k #covid relief for working people,https://x.com/HawleyMO https://x.com/hashtag/covid?src=hashtag_click,1344070501254246400
silxncemc,2020-12-29T23:59:13.000Z,Just went in the groshree Dip for my mask that I took out my drawer before leaving home  Is a jockey shorts I moving with inno,,1344070501052928000
theatre_cat,2020-12-29T23:59:13.000Z,All month!!  Buffet’s cancelled due to Covid....,,1344070500818026502
GodandtheBear,2020-12-29T23:59:13.000Z,"Pa. coronavirus update: 267 new COVID-19 deaths, 8,545 new cases | Pa. COVID-19 county map (12/29/20)  lehighvalleylive.com/news/2020/12/p …",https://t.co/KFlhCVPfCL,1344070500667039744
stilljuanitx,2020-12-29T23:59:13.000Z,Oh it’s 100% in the US and it’s 100% in NY. Just in December I personally knew of 3 deaths and a couple more that had a severe case. Infection seems to spreading way faster this time around than last year and I’m skeptical that the vaccine is gonna salvage 2021,,1344070499706560512
bensgtaylor,2020-12-29T23:59:13.000Z,"i wanna see blur too,  @blurofficial  please tour again after covid",https://x.com/blurofficial,1344070499119325187
SocialistVoice,2020-12-29T23:59:13.000Z,"England must have a third coronavirus lockdown now to stop a catastrophe, say experts  Independent SAGE says England's Tier 4 restrictions are not tough enough to control the new coronavirus variant, and schools should also remain closed until February    mirror.co.uk/news/uk-news/p …",https://t.co/85rGPQTIL9,1344070498452385792
sclaire36,2020-12-29T23:59:13.000Z,"Smaller class sizes in Primary schools so we can have SD - catch-up, level-up & Covid safe. Is it safe to cram Primary chn into small rooms with no SD? What about the mental health problems of chn in schools - fear is rife. What happens when they give their family Covid?",,1344070498347577344
MuttMan72,2020-12-29T23:59:12.000Z,"#Question to #BillGates, “Is the #vaccine #safe?” Let’s check out his #answer  investmentwatchblog.com/question-to-bi …",https://x.com/hashtag/Question?src=hashtag_click https://x.com/hashtag/BillGates?src=hashtag_click https://x.com/hashtag/vaccine?src=hashtag_click https://x.com/hashtag/safe?src=hashtag_click https://x.com/hashtag/answer?src=hashtag_click https://t.co/MLI4vk3pEE,1344070497764593664
amour_anu,2020-12-29T23:59:12.000Z,Ex's have been wild this cold lockdown,,1344070497429037057
Square1Wellness,2020-12-29T23:59:12.000Z,Why aren’t we using the antigen test?  x.com/FatEmperor/sta …,https://x.com/FatEmperor/status/1343989425269854208,1344070497353359360
DigbyKale,2020-12-29T23:59:12.000Z,Worldwide Lockdown Over the Common Cold?    brighteon.com/a528eb54-7743- …  *,https://t.co/tuY1MoJrcU,1344070496288169984
JudgeofCShack,2020-12-29T23:59:12.000Z,"With so much ambiguity behind masks, coupled with all the BS types of mask people wear, this request is foolish. Look around, masks are nothing but fashion statements.",,1344070494497075200
geo_brady,2020-12-29T23:59:12.000Z,I’m starting to get a little stir crazy while waiting for my covid test results,,1344070494115475459
BledsoeWes,2020-12-29T23:59:11.000Z,"Are you truly that incompetent and / or ignorant?  If Biden (who was VP) failed with the Swine Flu - what does it say about you?  Swine Flu deaths =   12,469 Covid-19 deaths = 346,258  Pfizer's vaccine was developed 1st, w/out US aid.  Where are the promised 20 M vaccines?",,1344070492601397248
Awzaz_,2020-12-29T23:59:11.000Z,#2 in this pandemic,,1344070492265705472
abrashashapirus,2020-12-29T23:59:11.000Z,Sorry but your survival rate is off. 334k/19.4M in the U.S. gives 1.7% death rate. Even if 9 out of 10 cases are asymptomatic (in reality I saw 70-80%) it still gives 0.17% mortality. Seasonal flu is 0.1% but they never counted asymptomatic cases there.,,1344070491619782656
LifeofOpuscula,2020-12-29T23:59:11.000Z,He's so close to having a good pandemic...,,1344070490420338696
FplFriday,2020-12-29T23:59:11.000Z,I sound like a sad little man but would be so good to meet people from the #FPLCommunity in and around London once Covid goes away,https://x.com/hashtag/FPLCommunity?src=hashtag_click,1344070489652781056
kvtaspeednews,2020-12-29T23:59:10.000Z,"COVID-19 Update for Ventura County on Tuesday, December 29, 2020, includes the latest numbers, plus testing location information, and the latest on the stay-at-home order  kvta.com/news/coronavir …",https://t.co/uhi9N3ARrP,1344070489279348737
KPLR11,2020-12-29T23:59:10.000Z,Pregnant women uncertain about taking COVID-19 vaccine  trib.al/b6GzJ1k,https://t.co/wZQR2UVtoZ,1344070489220800514
bernjcc,2020-12-29T23:59:10.000Z,"Thats not a defence. They'll provide you with a link, with lots of words, but little proof of anything.   There's some shocks on their way to them. I am pretty sure most countries will insist on vaccination proof before letting you in. That will topple a lot of gyros.",,1344070487304003584
my2greatgirls,2020-12-29T23:59:10.000Z,"You have bungled the vaccine distribution the way you bungled your response to the pandemic which has now taken 330,000 Americans. Thankfully President Biden will be sworn into office in 22 days.",,1344070486293164032
jjnoriaki,2020-12-29T23:59:10.000Z,This pandemic is never gonna end,,1344070485949128704
OPSEU277,2020-12-29T23:59:10.000Z,Thank you for wearing a mask,,1344070485559177216
ahf77118198,2020-12-29T23:59:09.000Z,"Jeffrey Epstein's Cellmate Found Dead Following Bout With COVID-19 Reyes was found ""unresponsive lying on a bed...""(Durden)  (stuff happens)",,1344070485026492417
SeketricBarnes,2020-12-29T23:59:09.000Z,New Variant   Welp 2021 will be the same as 2020,,1344070484971954180
pspnj,2020-12-29T23:59:09.000Z,Go to any hospital inundated with critical Covid patients and tell the staff who work 12 hours or more keeping these patients alive it’s not a big deal,,1344070484825157634
davidinsearchof,2020-12-29T23:59:09.000Z,"The wasteful spending Bill did pass with only $600. going to American citizens who have been affected by Covid.  Millions of our tax dollars are going to Foreign Counties for Gender Studies, etc., and Corporate Give-Aways.  Are you a moron or what?  x.com/OmarRises/stat …",https://x.com/OmarRises/status/1344049343788167169,1344070484405587968
GMHGOLIFE,2020-12-29T23:59:09.000Z,"Healthy teen dies after COVID-19 ‘ate her through,’ family says  nypost.com/2020/12/29/hea … #SmartNews",https://t.co/FFNbtoxPUy https://x.com/hashtag/SmartNews?src=hashtag_click,1344070483457626113
SusanKetchale,2020-12-29T23:59:09.000Z,I can’t find any information on when childcare workers are scheduled for the vaccine.  @GovNedLamont  could anyone help me with this information?,https://x.com/GovNedLamont,1344070483390722049
danielas_bot,2020-12-29T23:59:09.000Z,"Well, it's here. (that wasn't entirely unexpected either):  wsj.com/articles/u-s-r …",https://t.co/rm7BjDl5L4,1344070483122204673
teka_samuel,2020-12-29T23:59:09.000Z,"Hi Mr plute. I’m from Woodbury Minnesota and I’m really struggling with COVID because I got laid off at my job at renewal by Andersen. I’m 30,000$ in debt with student loans and I’m scared of what tomorrow will bring. I’m just asking for you’re help sir. $trey5life",,1344070482522419203
wane15,2020-12-29T23:59:09.000Z,Child abuse and neglect slipped through the cracks at higher rates this year. Allen County Court Appointed Special Advocates are recruiting more volunteers to address this concern.  trib.al/AsmlBpo,https://t.co/1Nh6SKuzO5,1344070482522419200
theinclusionist,2020-12-29T23:59:09.000Z,"no one in the White House, Lots people have no food,  aliens from Mars  spread Covid, so no there is no coordination in  US, Republicans don't want to give people more money cuz they think they'll just buy televisions-good question",,1344070482446827521
CammPhil,2020-12-29T23:59:09.000Z,So if you are a teacher and your wife is a nurse you more than anyone else should know that it is absolutely ridiculous that you cannot go for a drink in a covid secure environment. Given that you are more likely to catch covid IN HOSPITAL  or a nursing home,,1344070481838805002
EduCisneros_,2020-12-29T23:59:09.000Z,My parents —who I lost too soon due to health disparities and lack of high-quality healthcare — are on my mind today. My hometown of Southeast L.A.—a predominantly Latino community at the epicenter of this pandemic where approx 1 in 10 have been infected by — is on my mind.,,1344070481784102917
WWLP22News,2020-12-29T23:59:08.000Z,"Coronavirus in Massachusetts: 58 new deaths, 3,659 new cases  trib.al/UVRvtGe",https://t.co/FmQx2bCK2p,1344070480618287104
DailyMailUK,2020-12-29T23:59:08.000Z,Whitty and Vallance 'MUST show us the evidence for shutting schools',,1344070478768574465
KAMCNews,2020-12-29T23:59:08.000Z,"With Congress' passing of the emergency COVID-19 stimulus package last week, Americans with private health insurance can breathe easier when it comes to receiving out-of-network bills for medical care.  trib.al/ODFwMel",https://t.co/NEEkBjGL7h,1344070478697279488
lesleym91733192,2020-12-29T23:59:08.000Z,No one is asking about a post covid passport for those who were infected with it & have the antibodies! Why isn’t that being discussed! No vaccine for me.,,1344070477602553858
aimzers84,2020-12-29T23:59:08.000Z,"Right? We are having fun. It's a pandemic, this year has SUCKED, we are in one of the strictest states when it comes to COVID lockdowns but our football team is the best it has been since the mid-90's. Just let us effing live for christ sake.",,1344070477510299649
ReazonableDoubt,2020-12-29T23:59:08.000Z,"Go thru that phone if you want, gon be like Covid, lose sense of taste n smell...",,1344070477170548737
HoCoTimes,2020-12-29T23:59:07.000Z,"The first reported U.S. case of the COVID-19 variant that’s been seen in the United Kingdom has been discovered in Colorado, Gov. Jared Polis announced Tuesday.  trib.al/RRx4XdG",https://t.co/KHpV9SELKN,1344070476570640385
wonderer9,2020-12-29T23:59:07.000Z,"Usually you find good people in both sides. However, those REP Trump enablers unable to organize resistance against his dangerous irresponsibilities (Covid, climate, Russia, North Korea, NATO) are the opposite of enlightened American conservatism.",,1344070476537196545
680CJOB,2020-12-29T23:59:07.000Z,"Manitoba reported fewer than 200 new cases of novel coronavirus for the second-straight day Tuesday, while health officials said another five people have died. trib.al/Gir48gf",https://t.co/iyVWvfIBsV,1344070476390420481
Rangerjoe63Dot,2020-12-29T23:59:07.000Z,"At current rate, it'll be TEN years before Americans are adequately vaccinated against Covid  nbcnews.com/news/us-news/c …",https://t.co/Nh0MWQ4PuB,1344070475735961600
dtheavenger,2020-12-29T23:59:07.000Z,This is a staggering statistic. Right now more law enforcement officers have died from Covid than died on September 11th.  @AriMelber  reports.,https://x.com/AriMelber,1344070474763034624
TheEconomist,2020-12-29T23:59:07.000Z,Suffered a brutal zumping? Know a devoted Cuomosexual? Here's your guide to covid-19 dating lingo  econ.st/3gZVqif One of  @1843mag ’s most popular stories of the year,https://t.co/TXCuI1C04s https://x.com/1843mag,1344070474339385349
thrutheintercom,2020-12-29T23:59:07.000Z,You can clearly see that I have a mask on in this picture so stfu,,1344070474150645773
CaptnKbec,2020-12-29T23:59:07.000Z,Yeah but if they cross the border they have a quarantine mandated by govt,,1344070474138054659
Iowtiernat,2020-12-29T23:59:07.000Z,cant im away from my pc cuz of lockdown  thats kinda why i feel the mood,,1344070474074972160
cristaoza,2020-12-29T23:59:07.000Z,grandpa had 82 and died from covid,,1344070473785683969
RealPWallace,2020-12-29T23:59:07.000Z,"3 commercials in a row regarding cool new mask accessories, seeing your family through a screen and of course the Instagram commercial where men act like women. I’m glad I’m half way through life. I’m afraid of the future.",,1344070473198538754
MsEddieD,2020-12-29T23:59:06.000Z,"Nothing spreads holiday cheer more than making sure Americans can stay in their homes & pay their bills during a pandemic crisis. Show you are willing to Fight for US & pass the 2k, hell make it monthly! Americans are suffering!",,1344070472036569088
wilmawombat,2020-12-29T23:59:06.000Z,Quick google & I found this:  coronavirus.data.gov.uk/details/health …,https://t.co/GDwBTLaalD,1344070471998984192
llheslin,2020-12-29T23:59:06.000Z,Why did you butt in line for the vaccine?,,1344070471583748097
kayamistified,2020-12-29T23:59:06.000Z,"@cspan  @SenKamalaHarris   @ChrisMurphyCT   it only took Covid for you to understand the issues in America. These issues have been here for a long time, now you show that you care.Why didn’t you show that you cared months ago?Thats right you had to be elected, now it’s priority.",https://x.com/cspan https://x.com/ChrisMurphyCT,1344070471323693056
Catuvolcus,2020-12-29T23:59:06.000Z,Some states buck federal vaccine recommendations and prioritize the elderly over essential workers  wapo.st/3nXJzUR via  @washingtonpost,https://t.co/lsFEGA5fyf https://x.com/washingtonpost,1344070470665203712
NicoleCharky,2020-12-29T23:59:06.000Z,My Instagram is full of folks traveling across the U.S. What about you?  patch.com/california/los …,https://t.co/XAyBiLw42W,1344070470493036545
tarynmurt,2020-12-29T23:59:06.000Z,"Thank you to so many local Boulder County employers, employees and volunteers.   longmontleader.com/local-news/oll …",https://t.co/RWH5VZ0W1Z,1344070470375653379
MtSinaiQueens,2020-12-29T23:59:06.000Z,Please watch and share this message from Dr. Jeremy Boal on the #COVID19 vaccination.  qoo.ly/39xzg8,https://x.com/hashtag/COVID19?src=hashtag_click https://t.co/aN18mcsTkr,1344070469922803716
bsmithgreens,2020-12-29T23:59:06.000Z,They also had the advantage of it now being summer. Something that cannot be overstated. It's still a population much more spread out than Britain. That again doesn't rely on imports by road where it's impossible to quarantine drivers.,,1344070469780189186
Zaynaaaa_,2020-12-29T23:59:06.000Z,I’m now wearing an N95 around my house if I need to leave my room. Better safe than sorry,,1344070469591257090
ParkerEternal,2020-12-29T23:59:06.000Z,Lil Pump Reportedly Banned From JetBlue Airline For Life For Refusing to Wear Mask  billboard.com/articles/colum …,https://t.co/dANVeSJosN,1344070469062950924
joa123456789,2020-12-29T23:59:05.000Z,"And what about the healthy 30 year old athlete. He had no underlying conditions and yet he is still dead ""of"" Covid, so no underlying conditions are not ""required for death.""",,1344070468597387264
Neda751,2020-12-29T23:59:05.000Z,"Wow lockdown r working we went from 2100 to 2553. Great advice. This is joke none of this people have a clue about what to do. They r just guessing, experimenting and coping notes from each other. What kind of medical advice we got so far. Wear mask, solcial distance, stay home.",,1344070467481706497
Angelsfeartogo,2020-12-29T23:59:05.000Z,This isn’t evidence.. it’s fabrication people don’t test positive for Flu .. Test is for #covid thicko.. Barrister yeah right and I’m Princess unicorn,https://x.com/hashtag/covid?src=hashtag_click,1344070466319876103
technoluvbot,2020-12-29T23:59:05.000Z,heejin says wear ur mask,,1344070466189864960
mamazen123,2020-12-29T23:59:05.000Z,"Sadly Operation Warped Speed was only to get the vaccine made, not a plan to distribute.  Why worry about that?  FLA is a mess trying to get it out.  proper planning prevents poor performance.",,1344070465820758018
berncurio21,2020-12-29T23:59:05.000Z,"#What2020TaughtMe to be grateful and know that when you hit rock bottom, there’s no way but up. I lost my job and got covid. But I survived the disease and my airline is recalling us soon! #themorningrush  @RX931",https://x.com/hashtag/What2020TaughtMe?src=hashtag_click https://x.com/hashtag/themorningrush?src=hashtag_click https://x.com/RX931,1344070465715916800
DCGirl62455939,2020-12-29T23:59:05.000Z,"Well done! It's so frustrating that, after 9 months of this horrible pandemic, we still have people violating all manner of safety rules.",,1344070464486969350
emilyistoofast,2020-12-29T23:59:04.000Z,i mean if you don’t like him why are you following him  sounds a little weird to me. but he’s still wearing his mask and social distancing.,,1344070463341912071
kmbc,2020-12-29T23:59:04.000Z,Tech stores see new trends with pandemic  kmbc.com/article/tech-s …,https://t.co/gK5FKvdczS,1344070463010574350
sralphmd,2020-12-29T23:59:04.000Z,Colorado identifies first known case of UK coronavirus variant in US. cnn.com/2020/12/29/hea …,https://t.co/BPERuqtrHL,1344070462779895808
Leslieks,2020-12-29T23:59:04.000Z,There’s a falling out the window epidemic there. Hmmm...,,1344070462410784771
kimvie,2020-12-29T23:59:04.000Z,"""Column: California's battle over mask wearing began 102 years ago. Stupid then, stupid now"" "" latimes.com/california/sto …""",https://t.co/oSbXXZGZ7J,1344070462326755328
Catabot007,2020-12-29T23:59:04.000Z,I could of made this. What's your source? At least I actually gave a source. Although my source shows a mix between red and blue. For covid deaths im talking about.,,1344070461425127432
BrajkovicDb,2020-12-29T23:59:03.000Z,"McConnell blocks Senate vote on $2,000 COVID-19 payments following House approval   x.com/i/events/13436 …",https://x.com/i/events/1343682601442111488,1344070459638345729
emmaa_plays,2020-12-29T23:59:03.000Z,The man didn’t even need to travel to be diagnosed with it. Does that not fucking worry anybody?!? And you know what’s worse? The new COVID vaccine is MOST likely not going to work with this new variant.,,1344070459160207363
JackyWrites,2020-12-29T23:59:03.000Z,My nurse daughter just got her Covid-19 vaccine today!!,,1344070458522664962
bladimircastro_,2020-12-29T23:59:03.000Z,"Where did you get these people, Leeds got promoted because of Covid... are you for real? And saying Bielsa is doing a good job... he's doing the best, no time to rest for player, won championship and like in 1 month playing again... like did they see any Leeds game before?",,1344070457759322112
DrogersJames,2020-12-29T23:59:03.000Z,Then what happened the liberal bastards cheated and by the way there was no virus it’s amazing no other deaths then covid give me a F ing break.,,1344070457578958849
bokenosuke00,2020-12-29T23:59:03.000Z,he’s got a brand to maintain as an Artiste so he’d never wear a different mask while performing,,1344070457566355456
JeffCoxWBMA,2020-12-29T23:59:03.000Z,Check your bank accounts - #COVID19 stimulus checks are coming. wgxa.tv/news/coronavir …,https://x.com/hashtag/COVID19?src=hashtag_click https://t.co/OF9TIhZFvl,1344070457096601600
Crisis9112,2020-12-29T23:59:03.000Z,"Lmao Trump did nothing. He believed all the BS the Chinese Govt fed him and told everyone Covid was all hype. Rookie mistake, NEVER trust the Chinese Govt, all they do is lie.",,1344070456987422720
bokenosuke00,2020-12-29T23:59:03.000Z,"turns out spaghetti just likes the smell of the wood. he doesn’t want to get used to it so he doesn’t wear it often, but when he does it puts him in a good mood which makes him generally more agreeable. he’s weighed the pros and cons of burning the mask just for the smell lol",,1344070456618471437
MFEnriqueBK,2020-12-29T23:59:02.000Z,Might a sign to get the passport ready when the covid restrictions are lessened.,,1344070455796363264
billfassett1,2020-12-29T23:59:02.000Z,"DUMB to stop covid vaccinations over Christmas and  Does General (DR) Hiller know better than doctors in asking Health Canada to 'look into' single-dose Moderna vaccine. ""So we would recommend that the second dose be given,"" said Dr. Supriya Sharma,  Hillier to stick to YR JOB",,1344070455410495488
ButchBaydala,2020-12-29T23:59:02.000Z,More reasons why concerned citizens are not jumping up & down over the introduction of this latest vaccine technology.   #DontOpenYourArmToStrangers™,https://x.com/hashtag/DontOpenYourArmToStrangers?src=hashtag_click,1344070455368380421
PhazonSentinel,2020-12-29T23:59:02.000Z,Trump’s Christmas Hell House Sends Another Guest Home With COVID-19  wonkette.com/trumps-christm …,https://t.co/hwZCqxHwZW,1344070455230128133
Cmarti1215,2020-12-29T23:59:02.000Z,"Healthy teen dies after COVID-19 ‘ate her through,’ family says #SmartNews   nypost.com/2020/12/29/hea …",https://x.com/hashtag/SmartNews?src=hashtag_click https://t.co/m41fEmsfdi,1344070455108448257
LostToCovid,2020-12-29T23:59:02.000Z,"Sandi Laughlin - obit hasn't been published yet, but believe she was 48, Died Dec. 27. Third grade teacher, Tinker Elementary, Oklahoma City, OK. “She was an amazing teacher and mentor for many others to become a teacher.”  koco.com/article/mid-de …",https://t.co/Q9rVwoiV55,1344070454772985862
no_whale16,2020-12-29T23:59:02.000Z,Is it just me or ever since covid been around the flu that spreads every year across the world around this time has been pretty much non existent,,1344070454445830145
beau_jf,2020-12-29T23:59:02.000Z,"I mean as far as I know a lot of countries require proof of a negative test before entry is allowed, or entry is only allowed for dual citizenship. To get back into Iceland I have to get tested twice and quarantine. Flights will still happen, it’s holidays that shouldn’t be",,1344070453875322880
ResistanceIrish,2020-12-29T23:59:02.000Z,"Very, very scary. Be ready folks to stand up on this issue. If you don't stand up for something like a mask, how will you stand up against the vaccines??  x.com/TheRightMeliss …",https://x.com/TheRightMelissa/status/1343658440510631942,1344070453300781057
NHB_Sko,2020-12-29T23:59:02.000Z,Corona Vaccine really a weapon of Biological warfare,,1344070453124624387
AlArabiya_Eng,2020-12-29T23:59:02.000Z,"#US Secretary of State Mike Pompeo demands that #China release a citizen journalist jailed for reports from Wuhan, accusing Beijing of seeking to cover up the COVID-19 pandemic. english.alarabiya.net/en/News/world/ …",https://x.com/hashtag/US?src=hashtag_click https://x.com/hashtag/China?src=hashtag_click https://t.co/dzEqK48Tm0,1344070452784803846
AndrewR71048990,2020-12-29T23:59:02.000Z,My 93 year old grandmother says he is giving up because she can’t see anybody.  Makes me sick.  Not covid sick.  Real sick.,,1344070452675829760
bokenosuke00,2020-12-29T23:59:02.000Z,"anise gives spaghetti a noh mask (maybe a namanari hannya? that would be symbolically semi-appropriate but more importantly i find them so fucking frightening) as a gesture of good will, and luki later reports that although spaghetti has yet to wear it in public or during a",,1344070452034080773
Talltree200O,2020-12-29T23:59:01.000Z,Are you sure that’s what a mRNA vaccine does?,,1344070451446886401
everyplate,2020-12-29T23:59:01.000Z,"Hints that the efficacy of the controversial first dose may be higher than anticipated - around 50%. If this sounds bad compared to Pfizer's 95%, remember that 95% is after two doses AND the flu vaccine is 'only' 40-60% effective. 50+% will do wonders in cutting disease.",,1344070451442700293
alancdebusk,2020-12-29T23:59:01.000Z,How’s it feel to get the Trump vaccine and promote it when you and  @JoeBiden  lie about the efforts of so many. Despicable.,https://x.com/JoeBiden,1344070448619925506
NzNewsByABot,2020-12-29T23:59:01.000Z,'F**k that COVID-19',,1344070448301142019
lmfenex,2020-12-29T23:59:01.000Z,the 1917 “Spanish Flu” originated in Kansas and was shipped WorldWide by US soldiers deploying for WWI. The Spanish were the only govt who published pandemic news; that why the misnomer. Words. Matter.,,1344070447873155072
TypsyDancer,2020-12-29T23:59:01.000Z,"Oh, boy.  That's not good.   I noticed my local branch was closed when I went to the drive-through in the middle of the week.  Hopefully it's temporary and related to the pandemic.  I hate to see people out of work.",,1344070447864946688
Jidgettewynn,2020-12-29T23:59:01.000Z,"On top of which if we repeat polio at 53% vaccination of total population, as the last experiment in mass vaccination, means that we will spend the next 20-40 YEARS vaccinating the next generation to get *Covid 19 under control*. Did I get that right?",,1344070447856578561
barncat26,2020-12-29T23:59:01.000Z,Out of control. Get the vaccine out NOW,,1344070447701356547
Fredros_Inc,2020-12-29T23:59:00.000Z,A Kenyan health economist investigates the pandemic's puzzling course in his country  sciencemag.org/news/2020/12/k …  @EdwineBarasa  @lindanordling,https://t.co/iuT26yjitr https://x.com/EdwineBarasa https://x.com/lindanordling,1344070447370002434
TimesofNewsHUB,2020-12-29T23:59:00.000Z,Kalpwasis will have to undergo COVID-19 test at Magh Mela: UP government  india.timesofnews.com/breaking-news/ …,https://t.co/uCsTCMT9cb,1344070447340642304
Cms57147604,2020-12-29T23:59:00.000Z,I’m so sorry Major. Terrible loss. I lost my MIL too. She was sick (not covid) but was ready to go at 93 yrs old she didn’t want to go back to the lockdowns at The nursing home from the hospital due to loneliness. She gave up. I can’t stand these dancing tweets. It’s a shit show,,1344070447193878529
stclairhealth,2020-12-29T23:59:00.000Z,"From the CDC: URGENT: #WearAMask COVID-19 has killed 330,000+ Americans. A mask helps protect:       • You      • Your family       • Your friends      • Those more likely to get very sick   Learn more:  loom.ly/33FU64E #SCCHD #AllInIllinois #TeamStClair",https://x.com/hashtag/WearAMask?src=hashtag_click https://t.co/AQByPkV8cO https://x.com/hashtag/SCCHD?src=hashtag_click https://x.com/hashtag/AllInIllinois?src=hashtag_click https://x.com/hashtag/TeamStClair?src=hashtag_click,1344070447068028928
nmeaustralia,2020-12-29T23:59:00.000Z,". @sceneandheardf  have rescheduled next year's February 21 event to November 7 due to ""State Government and current standing Federal Government Public Health Orders regarding COVID-19""  ow.ly/iSX250CWxZc",https://x.com/sceneandheardf https://t.co/6iWjCLViao,1344070446489214979
PaulhusPatricia,2020-12-29T23:59:00.000Z,B.C. health officials to provide first COVID-19 update in 5 days | CBC News  cbc.ca/news/canada/br …  Absolutely EVERYONE should watch the whole update even if you're NOT from B.C.!!,https://t.co/Um3nuWq4uF,1344070445717319680
DelawareChicks,2020-12-29T23:59:00.000Z,watching everyone get their New Years kiss while I’m in quarantine,,1344070445088256001
WillieGreenUSMC,2020-12-29T23:58:59.000Z,Don't trust their own mask.,,1344070442299043841
Simonlester1971,2020-12-29T23:58:59.000Z,"Stop using the PCR test then the false/fake positives will plummet through the floor fact if healthy & have no symptoms don't get tested you bloody fools, can't pass on what you don't have fact",,1344070441267306498
tweeting_keith,2020-12-29T23:58:59.000Z,"Given your feed suggests you're a bit of a COVID denier, I'd suggest we're on very different pages here Chris. Mute time.",,1344070440826896392
