User_name,Datetime,Content,Links,Tweet_ID
Mentoch,2020-12-29T23:59:37.000Z,"But at this point, Springer can't think that news is gonna get worse about Pandemic status, so he has to think those offers will increase as it seems more likely fans show up in the stands right?",,1344070601372172288
BlackPhysicists,2020-12-29T23:59:36.000Z,An Analysis of a Nonlinear Susceptible-Exposed-Infected-Quarantine-Recovered Pandemic Model of a Novel Coronavirus with Delay Effect  j.mp/2MeOpil via @ElsevierPhysics,https://t.co/nWfIgHGeAE,1344070598448832515
JamesCo75828006,2020-12-29T23:59:36.000Z,"Is it possible to recall him by his home state voters????? Mitch must go now if he blocks this pandemic vote for $ 2,000.00.he I'd useless at this stage. Let's start a recall campaign!!!!! Now now !!!!!!!",,1344070597920362496
1961mado,2020-12-29T23:59:36.000Z,Asymptomatic = A word created during the pandemic to scare people!!,,1344070597911969792
JoshThomson22,2020-12-29T23:59:36.000Z,"On second thought, it looks like COVID-19 has Iona on pause as well.  The Gaels had their game today vs. Towson canceled due to a positive test for Towson.  You would expect this to lead to a postponement of the Jan. 1-2 games vs. Niagara. #ICMBB",https://x.com/hashtag/ICMBB?src=hashtag_click,1344070597878411268
J2theNard,2020-12-29T23:59:36.000Z,Printing money is not a solution. Opening the economy is. #pandemic #COVID19 #Stimulus,https://x.com/hashtag/pandemic?src=hashtag_click https://x.com/hashtag/COVID19?src=hashtag_click https://x.com/hashtag/Stimulus?src=hashtag_click,1344070597391888385
JWhitmerTaylor,2020-12-29T23:59:36.000Z,"I understand NPS can tase someone, but we (as public servants and stewards) shouldn't be in this business. Nevermind the optics of using a taser on a Navajo man practicing his religious beliefs and navigating a pandemic.",,1344070596792102912
ItsCourtneyCox,2020-12-29T23:59:36.000Z,"Somebody get Mitch McConnell tf out of the senate. YOU ARE A BILLIONAIRE. YOU HAVE HAD 0 FINANCIAL STRUGGLE DURING THIS PANDEMIC. $600 IS NOT ENOUGH FOR THE AMERICAN PEOPLE. YOU CAN WAIT SENDING BILLIONS TO OUR DEFENSE IN OTHER COUNTRIES, WE CANNOT. Fuck this government lol.",,1344070596020359168
Doco56,2020-12-29T23:59:36.000Z,"Some guy on Grindr blocked me because I said ""I'll think about it"" to meeting up.... THERE'S A PANDEMIC GOING ON LOL",,1344070595877736459
RealLilTrump,2020-12-29T23:59:36.000Z,Wow! The flu doesn't stand a chance against Coronavirus AND its cousin...  It's pretty much gone now,,1344070595848368133
joostvanduif,2020-12-29T23:59:36.000Z,Feels kinda lonely in quarantine tho,,1344070594862735367
spifster,2020-12-29T23:59:35.000Z,"Oh, so, a player DID end up being positive for the COVID, found out yesterday, I’m pretty perfectly fine though. Letting niggas know AINT NOBODY SAFE. Let go of the stigma that your friends can’t give it to you.",,1344070594237706241
TonyParry17,2020-12-29T23:59:35.000Z,"Perhaps instead of having a pop at this doctor you aim your fire at the real problem, that being the politicians. They are responsible for the COVID shitshow unfolding before our eyes and the poverty and lack of opportunity for the poor.",,1344070593327624192
ClaudiaWebbe,2020-12-29T23:59:35.000Z,"53,000 new cases today and yet we are still not in National Lockdown   Listen to our NHS  Listen to our doctors and nurses  Listen to our Teacher’s Unions   Listen to the Scientists   Why wait until tomorrow",,1344070593017229312
KristoHam,2020-12-29T23:59:35.000Z,Covid-1984? You mean Covid-19,,1344070591943327744
Jackson99637567,2020-12-29T23:59:35.000Z,"Congrats on being a labrat.   We will now know if Bill Gates vaccine with %80 participants reporting serious reactions actually is meant for depopulation....My 86 yr old granny tested positive, had the sniffles.   Sure your immune system had the goods to keep you safe but now...",,1344070590785703938
gpz1752,2020-12-29T23:59:34.000Z,Yea! Do you get to get the vaccine soon too?,,1344070589795987456
DillonAncheta,2020-12-29T23:59:34.000Z,I guess I don’t have to worry about what’s in the vaccine since I’m eating here.,,1344070589674209280
GidMK,2020-12-29T23:59:34.000Z,"Anyway, now we're arguing semantics. It's still obviously absurd to call Australia a ""remote Pacific Island"" as the only reason we've had success with COVID-19",,1344070587623215104
Bunnytopian,2020-12-29T23:59:34.000Z,"I'm worried about maskless morons killing me with covid. You have to wear a shirt, shoes in stores. Seat belts in cars. WTF is wrong with wearing a mask?",,1344070587392663554
TRAVVIEB,2020-12-29T23:59:34.000Z,Common cold been around for 200 years - still no vaccine. Covid-19 - vaccine created and deemed effective in less than a year. Yeah right hahaha. These people are brainwashed.,,1344070587031953408
barney4paws,2020-12-29T23:59:34.000Z,What do they intend for those of us who cannot take the vaccine for medical reasons?,,1344070586264272897
Joe_Bartels,2020-12-29T23:59:34.000Z,"#BREAKING @GovSisolak has released a lengthy statement regarding #NYE2020 #VEGASNYE  in part: ""If you're considering going out, I urge you to reconsider and think of Nevada's healthcare workers who will be caring for COVID-19 patients -- our family members and neighbors.""  @KTNV",https://x.com/hashtag/BREAKING?src=hashtag_click https://x.com/hashtag/NYE2020?src=hashtag_click https://x.com/hashtag/VEGASNYE?src=hashtag_click https://x.com/KTNV,1344070586100682752
jdview,2020-12-29T23:59:33.000Z,"What to do with all that left over prime rib? Prime Rib Chili, of course! tinyurl.com/y3c2oo7w",https://t.co/DbFhidbsdo,1344070585693827072
Ish_is_Back,2020-12-29T23:59:33.000Z,Or it's accomplishing exactly what they want it to accomplish. Which definitely has nothing to do with covid.,,1344070585631076353
murpheegurl,2020-12-29T23:59:33.000Z,Everyone knew we were headed for a lockdown. How could someone on inside not know? Baffling.,,1344070583496142850
dtopping27,2020-12-29T23:59:33.000Z,"This is the same *super religious* friend that isn't taking the pandemic seriously, commenting, ""well, do you know anyone that's died from it?""  Because this super religious person needs to be able to see something for themselves to believe it's real...",,1344070582963417092
Triple_Bunnee,2020-12-29T23:59:33.000Z,"Meanwhile, other Texans are waiting in food lines because they’re BROKE. DO YOUR DAMN JOB.  nytimes.com/2020/04/12/us/ …",https://t.co/Hvj602LxSG,1344070582023819265
ColonelUSAR,2020-12-29T23:59:32.000Z,“Mask DO NOT PROTECT You From Covid-19 (Wuhan Chinese Virus)”,,1344070579691933696
ANoaker4,2020-12-29T23:59:32.000Z,CoViD 19,,1344070578882408449
mrjohndelcruise,2020-12-29T23:59:32.000Z,"During her campaign, Kamala Harris said ""she will NOT take covid-19 vaccine"" under President  @realDonaldTrump  Administration. But why is she taking covid-19 dose? She is a LIAR. youtube.com/watch?v=Jd-icf …",https://x.com/realDonaldTrump https://t.co/Kg9RtJUTzB,1344070578836140032
BigRyanPark,2020-12-29T23:59:32.000Z,"REMINDER: You’ve made it this far, don’t let ur guard down. Most experts expect widespread vaccination availability over the next 3-6mo, but also expect the next 2mo to be bad. Please wear a mask, stay in if you feel any of the symptoms and social distance. #TogetherWeCan",https://x.com/hashtag/TogetherWeCan?src=hashtag_click,1344070578374733824
imprisionedby,2020-12-29T23:59:32.000Z,Leave it to the liberal media to pump it into the public’s brain that the second a vaccine is approved there should instantly be enough for everyone in the country.  Our government is not in the business of making vaccines. They can only provide what is available.,,1344070578215538694
MjoconorMary,2020-12-29T23:59:32.000Z,Not sustainable to have the amount of social mixing that occurs in in the most compliant classroom setting.  I can totally understand why teachers are calling for a delay to reopening,,1344070578181955585
GibbensCole,2020-12-29T23:59:32.000Z,Good job it was only Leeds who got a break over covid. Other teams must’ve carried on playing I guess while Leeds got their breath back. We’d won 5 on the bounce before covid. Harrison is a done deal. If only pundits were fired for not doing their jobs like the rest of us.,,1344070578118995968
LindaStartsOver,2020-12-29T23:59:31.000Z,"At the end of the day the GOP hates the regular voters. They only like the rich. And we can see that in their negligence and handling a pandemic that has killed 346,000 Americans. And Kelly has monetarily benefited from the pandemic. No ethics.   t.co/gN7qNfDbJW",https://t.co/gN7qNfDbJW,1344070576965640193
thepurplegods,2020-12-29T23:59:31.000Z,So- I don’t have a source for this sorry- my understanding is that this virus acts like the OG so the vaccine should work against both,,1344070576323878913
TheBearHeir,2020-12-29T23:59:31.000Z,4) I’m so glad the pandemic is over! I was almost out of body wash! (This was in June),,1344070575359205379
AimeeLouise77,2020-12-29T23:59:31.000Z,Says the overweight man who can’t wear a mask properly and has came back into management during the “pandemic”,,1344070575082369034
RealHousewifeMi,2020-12-29T23:59:30.000Z,Funny how all the senators who are millionaires don’t think the American people deserve $2000 after suffering through the worst pandemic of our lifetimes.,,1344070572096020492
cfax1070,2020-12-29T23:59:30.000Z,B.C. Health officials say the new moderna vaccine has arrived in B.C. and will be rolled out over the next several days. #bcpoli  #covid19bc,https://x.com/hashtag/bcpoli?src=hashtag_click https://x.com/hashtag/covid19bc?src=hashtag_click,1344070572079280128
Alberta411,2020-12-29T23:59:30.000Z,"Covid-19 Update for December 29: 872 new cases, 1,548 recoveries, 26 deaths + Arrival of Moderna Vaccine  ruq.us/gJOwT8O #AB",https://t.co/C3PcYPiVy6 https://x.com/hashtag/AB?src=hashtag_click,1344070571110219776
TezWardley,2020-12-29T23:59:30.000Z,We were just getting in our groove so if anything the lockdown halted our momentum,,1344070570082762752
QerBird,2020-12-29T23:59:29.000Z,PAGOP....let me go to the front of the line to get the Vaccine,,1344070568895782913
givesthis4that,2020-12-29T23:59:29.000Z,"the number of our fellow citizens dead from COVID-19 at the stroke of noon on January 20, 2021",,1344070568593805314
SaritaSueG,2020-12-29T23:59:29.000Z,Thanks  I’ve had them watch every classic 80s and 90s movie through this pandemic. They’re going to be so cultured,,1344070566089670656
NuevFernando,2020-12-29T23:59:29.000Z,They had nine months to plan for vaccine distribution and couldn’t even get that going #covidtaskforce #WarpSpeed,https://x.com/hashtag/covidtaskforce?src=hashtag_click https://x.com/hashtag/WarpSpeed?src=hashtag_click,1344070565716393985
PMAnswerBook,2020-12-29T23:59:29.000Z,"Mitch McConnell is standing between Americans and strong Covid Relief (killing the $2,000 checks today is just the latest). Hopefully the people of Georgia can demote him to Minority “leader” by electing Ossoff and Warnock.",,1344070565582221316
iHateAntony,2020-12-29T23:59:29.000Z,Lmao I just woke up and pretty much covid-20 running around. I aint never finna be able to go to a festival smh.,,1344070565125107718
MikeCautillo,2020-12-29T23:59:28.000Z,"If for nothing else,   Covid-19 should've provided some insight to just how flawed the GOV/system is,  This archaic hierarchal design that is far too big, inefficient, expensive & incentivizes poor decisions is expired.  Time for a reboot!",,1344070563963174912
aorticinkwell,2020-12-29T23:59:28.000Z,I need a mask/blanket combo tbh.,,1344070562981629953
timothykeyes,2020-12-29T23:59:28.000Z,"My to-do list is longer than ever, super-COVID just reached the United States, and $2000 is apparently too large a crumb for the American people but at least I caught this cute lil charmander amirite ladies",,1344070561995997185
Bkfirefly,2020-12-29T23:59:27.000Z,Raise your hand if you want coronavirus or don’t care if you spread corona to others. Maskless  spreaders raise your hands.,,1344070559819296768
CathyJoeGPT,2020-12-29T23:59:27.000Z,"She's the next VP has been doing the right thing for this entire year, honest about the dangers of Covid19, followed the advice of respected experienced scientists, always set a good example by wearing a mask, social distancing now she sets a good example by getting the vaccine.",,1344070559722856455
DonnaHa13457172,2020-12-29T23:59:27.000Z,Just sends the message home that none of these people are busy with the deadly covid,,1344070559412457472
Mandyleon16,2020-12-29T23:59:27.000Z,What a load of shit! An insult to anyone who has lost someone to COVID.,,1344070559110459393
freak0naleashhh,2020-12-29T23:59:27.000Z,I think that’s a mask...,,1344070558615482370
lxstxhope,2020-12-29T23:59:27.000Z,update: I have covid,,1344070558099660804
Andyt30,2020-12-29T23:59:27.000Z,players better prefer  to self quarantine  thanks to those dumbass keeping the test  in Sydney   dont think Queensland want any more covid cases,,1344070557889748993
EasterBunnette,2020-12-29T23:59:27.000Z,Because by 1947 the smallpox vaccine had been around for 150 years or so (developed in 1798) and this vaccine did not exist until 2020.,,1344070557701177345
WillettKat,2020-12-29T23:59:27.000Z,The first case of the British variant virus has been confirmed in the United States.  nytimes.com/2020/12/29/wor …,https://t.co/xp5X4O9N9o,1344070557122228224
realdrunkfarmer,2020-12-29T23:59:26.000Z,"If you have ever watched The Masked Singer, you don’t need to worry about what’s in the vaccine.",,1344070554433667074
ArtLesb0,2020-12-29T23:59:26.000Z,Me getting ready to leave my job just as literally everyone but me gets covid >,,1344070554375114753
michaelkikukawa,2020-12-29T23:59:26.000Z,So proud of my roommate  @osaremen_ !! I’ve seen her pour every waking minute into responding to COVID and fighting disparities in health care. We’re in good hands with her in the White House!,https://x.com/osaremen_,1344070554173779969
LarryBoorstein,2020-12-29T23:59:26.000Z,"On Jan 24 Dr Chen Wang. Dr Peter W Horby, Dr Frederick G Hayden and Dr George F Gao warned ""We need to be wary of the current outbreak turning into a sustained epidemic or even a pandemic.""  By the time Dr Fauci dismissed this warning, human to human transmission was known.",,1344070554148601856
aqieqieqie,2020-12-29T23:59:26.000Z,Destiny stage is THAT stage. My non-kpopie friend watch Queendom because she's bored during quarantine (and bcoz of mamamoo) also praise Destiny stage. You have no idea how excited I am when she said that but i still keeping it calm not to show too much reaction lol,,1344070553649332224
DCI12,2020-12-29T23:59:26.000Z,The truth is the nhs isnt fit for purpose. As long as I can remember we get to this time of year and its always the same - hospitals at breaking point etc. I get that COVID is another reason on top but many of the ppl in hospital caught it in there or are there for something else,,1344070552877740034
blue_jeep,2020-12-29T23:59:26.000Z,I am scheduled to receive the vaccine once we go back to school. If you work with young children daily they recommend it. I currently have Covid. I asked my doc and he said Yes- get it as soon as you’re able!,,1344070552701566976
DailyHiveYEG,2020-12-29T23:59:25.000Z,Health officials report 872 COVID-19 cases in Alberta on Tuesday  ow.ly/fwwA50CWy0M #COVID19AB,https://t.co/Di5rRvzW2h https://x.com/hashtag/COVID19AB?src=hashtag_click,1344070552076640257
bash_footie,2020-12-29T23:59:25.000Z,"This is not a matter of gender, just trash talk,  if, buts and maybes. The fact is they were promoted. covid affected everything on the planet, why didnt the others in the league take advantage  of covid then?",,1344070551762055168
teachermerlin,2020-12-29T23:59:25.000Z,axios.com/colorado-first … Why aren’t we remote teaching for two weeks after Winter Break?,https://t.co/LHoBF41W47,1344070550759632896
wwjwdo,2020-12-29T23:59:25.000Z,The pandemic gave the cover required to fast track the great reset without the scrutiny of parliament. With all MPs sitting there is no way we would see this from a minority government .,,1344070550713319424
threadreaderapp,2020-12-29T23:59:25.000Z,"Guten Tag, please find the unroll here: UPDATE: A #coronavirus patient is considered contagious as long as they carry ""replication-competent"" virus. Based on…  threadreaderapp.com/thread/1344030 … Share this if you think it's interesting.",https://x.com/hashtag/coronavirus?src=hashtag_click https://t.co/XEc5GcKDOA,1344070550633803776
marchwoodguy,2020-12-29T23:59:25.000Z,I saw some pleb wearing a mask while riding their bike earlier. What the hell is wrong with some people? A friend of mine who has 2 degrees said he’s getting the vaccine in February when he’s able to- he tells me that I’m easily led! I’ve given up trying to wake him.,,1344070550092656641
SydneeCrews,2020-12-29T23:59:25.000Z,"I won a horror screenwriting contest, started an LLC, and standing up a non-profit for black filmmakers in Ohio. But staying safe during a global pandemic has been the biggest accomplishment",,1344070549081894913
MarketWatch,2020-12-29T23:59:25.000Z,"The new, more contagious COVID-19 variant recently discovered in the U.K. has been detected in the U.S. for the first time, in a young Colorado man with no travel history. on.mktw.net/34UVevV",https://t.co/2tamyW6Hp3,1344070548356259840
myspeedlings,2020-12-29T23:59:24.000Z,"More fines issued for Doltone House wedding. Only $1000. Time for a $10,000 fine in this deliberate case of flaunting rules. What makes these morons think they're so special? They're a danger to the community's & their friends' health.  news.com.au/world/coronavi …",https://t.co/eV5IcrVAqr,1344070548125405185
CasiArgiud62,2020-12-29T23:59:24.000Z,"Even prior to the pandemic 40% of adults did not have $400 in cash to pay for an emergency.  MOCs make at least $174,000/y.  So let us end MOC salaries and provide a flat $600 check for the duration of the pandemic. They need not develop empathy, they can join in the misery.",,1344070547810832384
mhornack7,2020-12-29T23:59:24.000Z,You mean the credible sources as in the people who actually developed the vaccine? We are all aware that President Trump didn’t develop this vaccine which is the narrative that seemed to be coming from the Biden/Harris team until they won.,,1344070547567747079
JephteAcosta,2020-12-29T23:59:24.000Z,So this new strain of coronavirus is from the UK. Is tr*mp gonna call it the UK virus? Probably not...because to him it was never about where it actually came from and more about vilifying China,,1344070547232079872
amie_zamudio,2020-12-29T23:59:24.000Z,2/  *ALL rehabs in San Diego are double and triple occupancy rooms during a Covid Pandemic.,,1344070546888126464
teih2x,2020-12-29T23:59:24.000Z,Retweet god bless and stay safe during this pandemic,,1344070544396873729
sunjournal,2020-12-29T23:59:24.000Z,"The Androscoggin County jail has filed a lawsuit against Maine's DOC for reimbursement after housing state inmates, alleging that as the state sought to stop crowding at its prisons during the pandemic, it shifted #COVID19 risk to county jails. sunjournal.com/2020/12/28/and …",https://x.com/hashtag/COVID19?src=hashtag_click https://t.co/vPiUrHOcyn,1344070544136794115
Mike96811494,2020-12-29T23:59:23.000Z,TRUMP SURROUNDED HIMSELF WITH YES MEN .. DUMBER THAN HE WAS .. SO NONE WOULD EVER BE A THREAT TO HIM .. THIS IS WHY THE USA LEADS THE WORLD IN COVID CASES & DEATHS!  #TrumpGolfsWeDie #TrumpLiesWeDie #GAPOL #GASEN #GaSenateRace #WorstPresidentEver #EndThisNightmare,https://x.com/hashtag/TrumpGolfsWeDie?src=hashtag_click https://x.com/hashtag/TrumpLiesWeDie?src=hashtag_click https://x.com/hashtag/GAPOL?src=hashtag_click https://x.com/hashtag/GASEN?src=hashtag_click https://x.com/hashtag/GaSenateRace?src=hashtag_click https://x.com/hashtag/WorstPresidentEver?src=hashtag_click https://x.com/hashtag/EndThisNightmare?src=hashtag_click,1344070543994220550
mikebiondi6,2020-12-29T23:59:23.000Z,Might have something to do with an ongoing pandemic. Millions of people facing eviction before the first of the year and it comes across as a little tone deaf ?,,1344070541712486402
fmtoday,2020-12-29T23:59:23.000Z,Sultan Abdullah Sultan Ahmad Shah says the two countries can explore further collaboration in several fields. #FMTNews #Agong #SultanAbdullahAhmadShah #Covid19 #Vaccines #UAE   freemalaysiatoday.com/category/natio …,https://x.com/hashtag/FMTNews?src=hashtag_click https://x.com/hashtag/Agong?src=hashtag_click https://x.com/hashtag/SultanAbdullahAhmadShah?src=hashtag_click https://x.com/hashtag/Covid19?src=hashtag_click https://x.com/hashtag/Vaccines?src=hashtag_click https://x.com/hashtag/UAE?src=hashtag_click https://t.co/Djy0xPOKhw,1344070540294688769
JohnNosta,2020-12-29T23:59:22.000Z,The actual number is much less significant than the rate of change. The acceleration is the key determinate. But everyone seems to be focused on static numbers and their political agenda. #COVID19 #vaccine,https://x.com/hashtag/COVID19?src=hashtag_click https://x.com/hashtag/vaccine?src=hashtag_click,1344070539837661184
lifetributes29,2020-12-29T23:59:22.000Z,During debate : I won’t take a vaccine developed by Trump ! Today takes vaccine. Not even at risk !,,1344070539598434306
HenryMakow,2020-12-29T23:59:22.000Z,"dot  https://www.naturalnewsDOTcom/2020-12-29-scott-atlas-america-corruption-incompetence-fraud-covid19.html  Dr. Scott Atlas says America may not survive the corruption, incompetence and FRAUD unleashed by the COVID-19 pandemic",,1344070539455979521
Mashisha78,2020-12-29T23:59:22.000Z,Me too...but I also work in a grocery store where I’d say at least 10% of customers daily aren’t wearing a mask and another 10% not wearing them correctly,,1344070539078459393
sage_sober,2020-12-29T23:59:22.000Z,That em covid bar,,1344070538952646664
BuzzSte,2020-12-29T23:59:22.000Z,ROSS CLARK: The startling pandemic facts you WON'T hear from ministers  mol.im/a/9097075,https://t.co/Xbr0pYpsJo,1344070538466119681
sassypurinz,2020-12-29T23:59:22.000Z,"I love helping out by doing events for the covid vaccine and then proceeding to get a fever because of how cold it was and being outside all day, I am sick",,1344070537992151040
medicinehelp,2020-12-29T23:59:22.000Z,Greg Norman Shares Details Of His Struggle With COVID-19 | TODAY  coronavirussupplies.news/greg-norman-sh …,https://t.co/pJuqlA2IUN,1344070537790808065
LydNicholas,2020-12-29T23:59:22.000Z,I post not because it will be in any way good but because am alone in the house for however long this lockdown lasts and someone has to see my squid,,1344070537555881985
friendlyface6,2020-12-29T23:59:22.000Z,He’s waiting till just b4 the election to distribute the vaccine so that all those he’s injured financially and mentally will forget how bad he’s been and give him another 3 totally destructive years!!,,1344070536947662848
ShellyB01377800,2020-12-29T23:59:22.000Z,"U are lying again, Biden wasn’t the POTUS for one thing & the Obama administration didn’t fail that virus either.U on the other hand have failed miserably on our COVID response!U lied, ignored, denied & misinformed.U didn’t order enuff vaccines & declined to buy more when offered",,1344070536150716416
thekendalltate,2020-12-29T23:59:22.000Z,Covid saw the release of the vaccine and said:,,1344070535941140481
yhdistyminen,2020-12-29T23:59:21.000Z,1 is arguably a point in favor of criminalizing COVID transmission: there's basically nothing i can do to protect myself from it. 2 can actually be quite difficult to establish in a court of law,,1344070534787694599
MomNationOfLaws,2020-12-29T23:59:21.000Z,"Senator Johnson is to be admired for the hard work he is doing on Ukraine, Biden and Hunter, and his mtgs with doctors pointing how meds that work against Covid but NIH, FDA ignore them. They are complicit with people dying of Covid. These doctors are the real experts.",,1344070534590414848
occult_agenda,2020-12-29T23:59:21.000Z,Why you’re wearing a mask the pagan ritual of transformation fromthetrenchesworldreport.com/why-youre-wear …,https://t.co/F5KtBcFVyl,1344070534552842240
Jason_Bennett38,2020-12-29T23:59:21.000Z,"South Africa has 10,000 positive cases of covid and goes into lockdown. France has recorded 11,000 and is likely to go back into lockdown. Germany is in lockdown with 20,000. We have 53,000 and we’re fumbling around with poxy tiers. Wonder why we can’t get it under control!?",,1344070533437075456
GlennSm45963194,2020-12-29T23:59:21.000Z,You sure we didn't win because of covid ?,,1344070533181300738
justxleee,2020-12-29T23:59:21.000Z,The first day of 2021 is gonna be 60° on a Saturday here in NYC..... YET WE’RE IN A PANDEMIC,,1344070531671339010
J0hnTayl0r119,2020-12-29T23:59:20.000Z,"Battle Scene! #decepticons #megatron with #motormaster Featuring #skywarp #lockdown #angrybirdstransformers #angrybirds #transformers #stunticons #iosgames @ Toronto, Ontario  instagram.com/p/CJZqXwZAbly/ …",https://x.com/hashtag/decepticons?src=hashtag_click https://x.com/hashtag/megatron?src=hashtag_click https://x.com/hashtag/motormaster?src=hashtag_click https://x.com/hashtag/skywarp?src=hashtag_click https://x.com/hashtag/lockdown?src=hashtag_click https://x.com/hashtag/angrybirdstransformers?src=hashtag_click https://x.com/hashtag/angrybirds?src=hashtag_click https://x.com/hashtag/transformers?src=hashtag_click https://x.com/hashtag/stunticons?src=hashtag_click https://x.com/hashtag/iosgames?src=hashtag_click https://t.co/H7IxRlCVHH,1344070531318996992
jpasetsky23,2020-12-29T23:59:20.000Z,Do people partying in Miami realize the detriment covid is having on the world?,,1344070531289636864
TonyBeats,2020-12-29T23:59:20.000Z,Nice story but quit skirting the issue. $2K stimulus for Covid. DO IT  Even the necks that support you are asking for it. Don't die on that hill like Mitch will.,,1344070530538868736
helen_barnowl,2020-12-29T23:59:20.000Z,We are protecting you!! If all the beds are full due to Covid there will be no bed for you if something happens to you like a car crash or appendicitis fir instance.,,1344070528320086016
americanshomer,2020-12-29T23:59:20.000Z,Watch: Mom Arrested for Taking Children to Park During Coronavirus  breitbart.com/politics/2020/ …,https://t.co/nLd4Vw1QFN,1344070528135528456
tastybooks,2020-12-29T23:59:20.000Z,D.C. Restaurant Experts Discuss the Saddest Closings of 2020  dc.eater.com/2020/12/29/222 …,https://t.co/zT1OyRBinA,1344070527766421512
LizanneFoster,2020-12-29T23:59:19.000Z,But the variant was discovered when the usual measures were working everywhere else except in the one area in Kent so that's not about behaviour. See details here:  bmj.com/content/371/bm …,https://t.co/vEFeNZ9CHD,1344070527304957953
TheAsiaCoriell,2020-12-29T23:59:19.000Z,Excited to get a free Covid test from the United Providers of Health. You never know when you can catch it! Now I’ll know if I’m putting my family at risk over the New Year holiday.,,1344070525757304837
miketheoracle,2020-12-29T23:59:18.000Z,The states need money to distribute the vaccine. You have done a half ass job on this just like everything you do. Sadly for America you can’t just declare bankruptcy and walk away from this.,,1344070522636795910
kimvie,2020-12-29T23:59:18.000Z,"'The petition to the City Council was straightforward: Enact a mandatory mask policy to combat the pandemic, or “the disease will come back again, and will exact a heavier toll than ever.”'",,1344070521596432384
esmahxt,2020-12-29T23:59:18.000Z,Covid-20 #EnglishVirus,https://x.com/hashtag/EnglishVirus?src=hashtag_click,1344070521231708160
duckrow,2020-12-29T23:59:18.000Z,"Home is where the heart is! ""Southern California's stay-at-home order will remain until further notice, public health officials confirm""   x.com/i/events/13439 …",https://x.com/i/events/1343963856754774017,1344070520413667330
9NewsSyd,2020-12-29T23:59:17.000Z,"#LIVE: NSW Premier Gladys Berejiklian with the latest COVID update for NSW, following revelations of new cases from outside the Northern Beaches - including as far south as Wollongong. #9News   x.com/i/broadcasts/1 …",https://x.com/hashtag/LIVE?src=hashtag_click https://x.com/hashtag/9News?src=hashtag_click https://x.com/i/broadcasts/1OwxWVDYWENJQ,1344070518555594753
TNotional,2020-12-29T23:59:17.000Z,"That is yet to be seen, as is the working of the process which decides whether divergence creates unfair competition, and that will be decided not by the ECJU. You lot need to suck it and see now. NB. No need for the mask in the avatar, we know.",,1344070517968560128
ultgamercxnt,2020-12-29T23:59:17.000Z,/  stone mask,,1344070516924157955
RomusRicardo,2020-12-29T23:59:17.000Z,Covid,,1344070516408107014
LoEl81,2020-12-29T23:59:17.000Z,"Numbers are going up in UK, highest of the entire pandemic today.",,1344070516013936640
kkyuminluv,2020-12-29T23:59:17.000Z,"Me please, I know it's still on holiday season. So, I want to gift my nephew who still 5 and he was doing something well. I'm desperate bcs I still in college, and it's still pandemic so I don't have enough money to buy him gift",,1344070515942510593
marshawright,2020-12-29T23:59:17.000Z,What the Music Industry Can Teach You About Launching a Business During the Pandemic  bit.ly/3rDLUGz via  @entrepreneur  #socialmedia #entrepreneur,https://t.co/Col0ApkUDV https://x.com/entrepreneur https://x.com/hashtag/socialmedia?src=hashtag_click https://x.com/hashtag/entrepreneur?src=hashtag_click,1344070515800109056
LarsTimpa,2020-12-29T23:59:17.000Z,She takes all the trouble to make a silicone mask that looks like her face and she picks a disapproving expression? Not even a little smile? What a waste.,,1344070515519053826
jruthkelly,2020-12-29T23:59:17.000Z,"McConnell blocks initial Democratic effort for $2,000 Covid stimulus checks  twib.in/l/BKxpz6KaG4dA via  @guardian",https://t.co/rzUIwl4KTl https://x.com/guardian,1344070515389063170
Nick_Suter,2020-12-29T23:59:17.000Z,Me and the boys in the club after the microchip from the vaccination activates,,1344070514977988609
trexchess,2020-12-29T23:59:16.000Z,"For the record, this is the list of signatory TO's of the NC/SC Covid Coalition. Thie people on this list have TO'd every notable tournament in both states (besides 2gg, oor to's,  and cl*sh, fuck Zebra). 0 people on this list have run IRL tournaments during the pandemic.",,1344070514231414791
HeartOTXHeartMD,2020-12-29T23:59:16.000Z,"Disappointed in you today, @Cavenders_ TempleTX.   Every customer in the store was social distancing & wearing mask.   Every employee was doing neither. Had a gift card I had to use in store.   My business, and quarterly purchases of  @Ariat  boots will occur elsewhere henceforth",https://x.com/Ariat,1344070513463877633
GarthGerwing,2020-12-29T23:59:16.000Z,"You sure about that? What I’ve heard is the vaccine will protect you from adverse effects, but doesn’t stop you from catching or transmitting.",,1344070512775860226
WAKEUPDONNlE,2020-12-29T23:59:16.000Z,"honestly same hahah I really should try and get out for walks and stuff but it’s the last thing I want to do in the dark and cold, at least the March-July lockdown we had decent weather, being made to stay inside in winter just really emphasises that seasonal depression",,1344070512335605766
damochambo,2020-12-29T23:59:16.000Z,Clearly those targets will not be achieved. Quarantine flaws must be addressed to stop the spit fires,,1344070511744090114
endogdadar__,2020-12-29T23:59:16.000Z,Mr. Lockdown ceunah,,1344070510653534210
I_Got_The_Means,2020-12-29T23:59:15.000Z,"I have advanced degree in Biology, and yes, since I learned about the new strain I have been doubling my mask and always wear the plastic shield when going shopping, especially since the stores are so much busier now with the holidays.",,1344070510079041537
